40,000056.SZ,000056,皇庭国际,深圳,房产服务,19960708
41,000058.SZ,000058,深赛格,深圳,商品城,19961226
42,000059.SZ,000059,华锦股份,辽宁,石油加工,19970130
43,000060.SZ,000060,中金岭南,深圳,铅锌,19970123
44,000061.SZ,000061,农产品,深圳,农业综合,19970110
45,000062.SZ,000062,深圳华强,深圳,批发业,19970130
46,000063.SZ,000063,中兴通讯,深圳,通信设备,19971118
47,000065.SZ,000065,北方国际,北京,建筑工程,19980605
48,000066.SZ,000066,中国长城,深圳,IT设备,19970626
49,000068.SZ,000068,华控赛格,深圳,环境保护,19970611
50,000069.SZ,000069,华侨城A,深圳,旅游景点,19970910
51,000070.SZ,000070,特发信息,深圳,通信设备,20000511
52,000078.SZ,000078,海王生物,深圳,医药商业,19981218
53,000088.SZ,000088,盐田港,深圳,港口,19970728
54,000089.SZ,000089,深圳机场,深圳,机场,19980420
55,000090.SZ,000090,天健集团,深圳,建筑工程,19990721
56,000096.SZ,000096,广聚能源,深圳,石油贸易,20000724
57,000099.SZ,000099,中信海直,深圳,空运,20000731
58,000100.SZ,000100,TCL科技,广东,元器件,20040130
59,000150.SZ,000150,宜华健康,广东,生物制药,20000807
60,000151.SZ,000151,中成股份,北京,商贸代理,20000906
61,000153.SZ,000153,丰原药业,安徽,化学制药,20000920
62,000155.SZ,000155,川能动力,四川,新型电力,20000926
63,000156.SZ,000156,华数传媒,浙江,影视音像,20000906
64,000157.SZ,000157,中联重科,湖南,工程机械,20001012
65,000158.SZ,000158,常山北明,河北,软件服务,20000724
66,000159.SZ,000159,国际实业,新疆,石油贸易,20000926
67,000166.SZ,000166,申万宏源,新疆,证券,20150126
68,000301.SZ,000301,东方盛虹,江苏,化纤,20000529
69,000333.SZ,000333,美的集团,广东,家用电器,20130918
70,000338.SZ,000338,潍柴动力,山东,汽车配件,20070430
71,000400.SZ,000400,许继电气,河南,电气设备,19970418
72,000401.SZ,000401,冀东水泥,河北,水泥,19960614
73,000402.SZ,000402,金融街,北京,全国地产,19960626
74,000403.SZ,000403,派林生物,山西,生物制药,19960628
75,000404.SZ,000404,长虹华意,江西,家用电器,19960619
76,000407.SZ,000407,胜利股份,山东,供气供热,19960703
77,000408.SZ,000408,藏格矿业,青海,农药化肥,19960628
78,000409.SZ,000409,云鼎科技,山东,软件服务,19960627
80,000411.SZ,000411,英特集团,浙江,医药商业,19960716
81,000413.SZ,000413,东旭光电,河北,元器件,19960925
82,000415.SZ,000415,渤海租赁,新疆,多元金融,19960716
83,000416.SZ,000416,民生控股,山东,多元金融,19960719
84,000417.SZ,000417,合肥百货,安徽,百货,19960812
85,000419.SZ,000419,通程控股,湖南,百货,19960816
86,000420.SZ,000420,吉林化纤,吉林,化纤,19960802
87,000421.SZ,000421,南京公用,江苏,供气供热,19960806
88,000422.SZ,000422,湖北宜化,湖北,农药化肥,19960815
89,000423.SZ,000423,东阿阿胶,山东,中成药,19960729
90,000425.SZ,000425,徐工机械,江苏,工程机械,19960828
91,000426.SZ,000426,兴业矿业,内蒙,铅锌,19960828
92,000428.SZ,000428,华天酒店,湖南,酒店餐饮,19960808
93,000429.SZ,000429,粤高速A,广东,路桥,19980220
94,000430.SZ,000430,张家界,湖南,旅游景点,19960829
95,000488.SZ,000488,晨鸣纸业,山东,造纸,20001120
96,000498.SZ,000498,山东路桥,山东,建筑工程,19970609
97,000501.SZ,000501,鄂武商A,湖北,百货,19921120
99,000503.SZ,000503,国新健康,海南,软件服务,19921130
100,000504.SZ,000504,南华生物,湖南,生物制药,19921208
101,000505.SZ,000505,京粮控股,海南,食品,19921221
102,000506.SZ,000506,中润资源,山东,黄金,19930312
103,000507.SZ,000507,珠海港,广东,港口,19930326
105,000510.SZ,000510,新金路,四川,化工原料,19930507
106,000513.SZ,000513,丽珠集团,广东,化学制药,19931028
107,000514.SZ,000514,渝开发,重庆,区域地产,19930712
109,000517.SZ,000517,荣安地产,浙江,区域地产,19930806
110,000518.SZ,000518,四环生物,江苏,生物制药,19930908
111,000519.SZ,000519,中兵红箭,湖南,专用机械,19931008
112,000520.SZ,000520,长航凤凰,湖北,水运,19931025
113,000521.SZ,000521,长虹美菱,安徽,家用电器,19931018
115,000524.SZ,000524,岭南控股,广东,酒店餐饮,19931118
117,000526.SZ,000526,学大教育,福建,文教休闲,19931101
118,000528.SZ,000528,柳工,广西,工程机械,19931118
119,000529.SZ,000529,广弘控股,广东,出版业,19931118
120,000530.SZ,000530,冰山冷热,辽宁,机械基件,19931208
121,000531.SZ,000531,穗恒运A,广东,火力发电,19940106
122,000532.SZ,000532,华金资本,广东,多元金融,19940103
123,000533.SZ,000533,顺钠股份,广东,电气设备,19940103
124,000534.SZ,000534,万泽股份,广东,生物制药,19940110
125,000536.SZ,000536,华映科技,福建,元器件,19931126
126,000537.SZ,000537,广宇发展,天津,区域地产,19931210
127,000538.SZ,000538,云南白药,云南,中成药,19931215
128,000539.SZ,000539,粤电力A,广东,火力发电,19931126
129,000540.SZ,000540,中天金融,贵州,多元金融,19940202
130,000541.SZ,000541,佛山照明,广东,家用电器,19931123
131,000543.SZ,000543,皖能电力,安徽,火力发电,19931220
132,000544.SZ,000544,中原环保,河南,环境保护,19931208
133,000545.SZ,000545,金浦钛业,吉林,化工原料,19931215
134,000546.SZ,000546,金圆股份,吉林,环境保护,19931215
135,000547.SZ,000547,航天发展,福建,通信设备,19931130
136,000548.SZ,000548,湖南投资,湖南,路桥,19931220
137,000550.SZ,000550,江铃汽车,江西,汽车整车,19931201
138,000551.SZ,000551,创元科技,江苏,专用机械,19940106
139,000552.SZ,000552,靖远煤电,甘肃,煤炭开采,19940106
140,000553.SZ,000553,安道麦A,湖北,农药化肥,19931203
141,000554.SZ,000554,泰山石油,山东,石油贸易,19931215
142,000555.SZ,000555,神州信息,深圳,软件服务,19940408
143,000557.SZ,000557,西部创业,宁夏,铁路,19940617
144,000558.SZ,000558,莱茵体育,浙江,文教休闲,19940509
145,000559.SZ,000559,万向钱潮,浙江,汽车配件,19940110
146,000560.SZ,000560,我爱我家,云南,房产服务,19940202
147,000561.SZ,000561,烽火电子,陕西,通信设备,19940509
148,000563.SZ,000563,陕国投A,陕西,多元金融,19940110
150,000565.SZ,000565,渝三峡A,重庆,染料涂料,19940408
151,000566.SZ,000566,海南海药,海南,化学制药,19940525
152,000567.SZ,000567,海德股份,海南,多元金融,19940525
153,000568.SZ,000568,泸州老窖,四川,白酒,19940509
154,000570.SZ,000570,苏常柴A,江苏,机械基件,19940701
156,000572.SZ,000572,海马汽车,海南,汽车整车,19940808
157,000573.SZ,000573,粤宏远A,广东,区域地产,19940815
158,000576.SZ,000576,甘化科工,广东,食品,19940907
159,000581.SZ,000581,威孚高科,江苏,汽车配件,19980924
160,000582.SZ,000582,北部湾港,广西,港口,19951102
161,000584.SZ,000584,哈工智能,江苏,专用机械,19951128
163,000586.SZ,000586,汇源通信,四川,通信设备,19951220
165,000589.SZ,000589,贵州轮胎,贵州,汽车配件,19960308
166,000590.SZ,000590,启迪药业,湖南,中成药,19960119
167,000591.SZ,000591,太阳能,重庆,新型电力,19960208
168,000592.SZ,000592,平潭发展,福建,林业,19960327
169,000593.SZ,000593,德龙汇能,四川,供气供热,19960312
170,000595.SZ,000595,宝塔实业,宁夏,机械基件,19960419
171,000596.SZ,000596,古井贡酒,安徽,白酒,19960927
172,000597.SZ,000597,东北制药,辽宁,化学制药,19960523
173,000598.SZ,000598,兴蓉环境,四川,水务,19960529
174,000599.SZ,000599,青岛双星,山东,汽车配件,19960430
175,000600.SZ,000600,建投能源,河北,火力发电,19960606
176,000601.SZ,000601,韶能股份,广东,水力发电,19960830
177,000603.SZ,000603,盛达资源,北京,铅锌,19960823
178,000605.SZ,000605,渤海股份,北京,水务,19960913
180,000607.SZ,000607,华媒控股,浙江,广告包装,19960830
181,000608.SZ,000608,阳光股份,广西,区域地产,19960919
183,000610.SZ,000610,西安旅游,陕西,旅游服务,19960926
185,000612.SZ,000612,焦作万方,河南,铝,19960926
187,000615.SZ,000615,奥园美谷,湖北,区域地产,19961016
189,000617.SZ,000617,中油资本,新疆,多元金融,19961022
190,000619.SZ,000619,海螺型材,安徽,其他建材,19961023
191,000620.SZ,000620,新华联,北京,全国地产,19961029
192,000622.SZ,000622,恒立实业,湖南,汽车配件,19961107
193,000623.SZ,000623,吉林敖东,吉林,中成药,19961028
194,000625.SZ,000625,长安汽车,重庆,汽车整车,19970610
195,000626.SZ,000626,远大控股,江苏,商贸代理,19961128
196,000627.SZ,000627,天茂集团,湖北,保险,19961112
197,000628.SZ,000628,高新发展,四川,园区开发,19961118
198,000629.SZ,000629,攀钢钒钛,四川,小金属,19961115
199,000630.SZ,000630,铜陵有色,安徽,铜,19961120
200,000631.SZ,000631,顺发恒业,吉林,区域地产,19961122
201,000632.SZ,000632,三木集团,福建,综合类,19961121
202,000633.SZ,000633,合金投资,新疆,小金属,19961112
203,000635.SZ,000635,英力特,宁夏,化工原料,19961120
204,000636.SZ,000636,风华高科,广东,元器件,19961129
205,000637.SZ,000637,茂化实华,广东,石油加工,19961114
207,000639.SZ,000639,西王食品,山东,食品,19961126
208,000650.SZ,000650,仁和药业,江西,中成药,19961210
209,000651.SZ,000651,格力电器,广东,家用电器,19961118
210,000652.SZ,000652,泰达股份,天津,批发业,19961128
211,000655.SZ,000655,金岭矿业,山东,普钢,19961128
212,000656.SZ,000656,金科股份,重庆,区域地产,19961128
213,000657.SZ,000657,中钨高新,海南,小金属,19961205
214,000659.SZ,000659,珠海中富,广东,广告包装,19961203
215,000661.SZ,000661,长春高新,吉林,生物制药,19961218
216,000663.SZ,000663,永安林业,福建,林业,19961206
217,000665.SZ,000665,湖北广电,湖北,影视音像,19961210
218,000666.SZ,000666,经纬纺机,北京,多元金融,19961210
219,000667.SZ,000667,美好置业,云南,全国地产,19961205
220,000668.SZ,000668,荣丰控股,山东,区域地产,19961210
222,000671.SZ,000671,阳光城,福建,区域地产,19961218
223,000672.SZ,000672,上峰水泥,甘肃,水泥,19961218
225,000676.SZ,000676,智度股份,广东,互联网,19961224
226,000677.SZ,000677,恒天海龙,山东,化纤,19961226
227,000678.SZ,000678,襄阳轴承,湖北,汽车配件,19970106
228,000679.SZ,000679,大连友谊,辽宁,百货,19970124
229,000680.SZ,000680,山推股份,山东,工程机械,19970122
230,000681.SZ,000681,视觉中国,江苏,互联网,19970121
231,000682.SZ,000682,东方电子,山东,电气设备,19970121
232,000683.SZ,000683,远兴能源,内蒙,化工原料,19970131
233,000685.SZ,000685,中山公用,广东,水务,19970123
234,000686.SZ,000686,东北证券,吉林,证券,19970227
236,000688.SZ,000688,国城矿业,重庆,铅锌,19970120
237,000690.SZ,000690,宝新能源,广东,火力发电,19970128
238,000691.SZ,000691,亚太实业,甘肃,化工原料,19970228
239,000692.SZ,000692,惠天热电,辽宁,供气供热,19970227
240,000695.SZ,000695,滨海能源,天津,广告包装,19970218
241,000697.SZ,000697,炼石航空,陕西,航空,19970325
242,000698.SZ,000698,沈阳化工,辽宁,化工原料,19970220
243,000700.SZ,000700,模塑科技,江苏,汽车配件,19970228
244,000701.SZ,000701,厦门信达,福建,综合类,19970226
245,000702.SZ,000702,正虹科技,湖南,饲料,19970318
246,000703.SZ,000703,恒逸石化,广西,化纤,19970328
247,000705.SZ,000705,浙江震元,浙江,医药商业,19970410
248,000707.SZ,000707,双环科技,湖北,化工原料,19970415
249,000708.SZ,000708,中信特钢,湖北,特种钢,19970326
250,000709.SZ,000709,河钢股份,河北,普钢,19970416
251,000710.SZ,000710,贝瑞基因,四川,医疗保健,19970422
252,000711.SZ,000711,京蓝科技,黑龙江,环境保护,19970411
253,000712.SZ,000712,锦龙股份,广东,证券,19970415
254,000713.SZ,000713,丰乐种业,安徽,种植业,19970422
255,000715.SZ,000715,中兴商业,辽宁,百货,19970508
256,000716.SZ,000716,黑芝麻,广西,食品,19970418
257,000717.SZ,000717,韶钢松山,广东,普钢,19970508
258,000718.SZ,000718,苏宁环球,吉林,区域地产,19970408
259,000719.SZ,000719,中原传媒,河南,出版业,19970331
260,000720.SZ,000720,新能泰山,山东,区域地产,19970509
261,000721.SZ,000721,西安饮食,陕西,酒店餐饮,19970430
262,000722.SZ,000722,湖南发展,湖南,水力发电,19970522
263,000723.SZ,000723,美锦能源,山西,焦炭加工,19970515
264,000725.SZ,000725,京东方A,北京,元器件,20010112
265,000726.SZ,000726,鲁泰A,山东,纺织,20001225
266,000727.SZ,000727,冠捷科技,江苏,元器件,19970520
267,000728.SZ,000728,国元证券,安徽,证券,19970616
268,000729.SZ,000729,燕京啤酒,北京,啤酒,19970716
269,000731.SZ,000731,四川美丰,四川,农药化肥,19970617
270,000732.SZ,000732,泰禾集团,福建,区域地产,19970704
271,000733.SZ,000733,振华科技,贵州,元器件,19970703
272,000735.SZ,000735,罗牛山,海南,农业综合,19970611
273,000736.SZ,000736,中交地产,重庆,全国地产,19970425
274,000737.SZ,000737,北方铜业,山西,日用化工,19970428
275,000738.SZ,000738,航发控制,江苏,航空,19970626
276,000739.SZ,000739,普洛药业,浙江,化学制药,19970509
277,000750.SZ,000750,国海证券,广西,证券,19970709
278,000751.SZ,000751,锌业股份,辽宁,铅锌,19970626
280,000753.SZ,000753,漳州发展,福建,汽车服务,19970626
281,000755.SZ,000755,山西路桥,山西,路桥,19970627
282,000756.SZ,000756,新华制药,山东,化学制药,19970806
283,000757.SZ,000757,浩物股份,四川,汽车配件,19970627
284,000758.SZ,000758,中色股份,北京,铅锌,19970416
285,000759.SZ,000759,中百集团,湖北,超市连锁,19970519
286,000761.SZ,000761,本钢板材,辽宁,普钢,19980115
287,000762.SZ,000762,西藏矿业,西藏,小金属,19970708
288,000766.SZ,000766,通化金马,吉林,化学制药,19970430
289,000767.SZ,000767,晋控电力,山西,火力发电,19970609
290,000768.SZ,000768,中航西飞,陕西,航空,19970626
291,000776.SZ,000776,广发证券,广东,证券,19970611
292,000777.SZ,000777,中核科技,江苏,机械基件,19970710
293,000778.SZ,000778,新兴铸管,河北,钢加工,19970606
294,000779.SZ,000779,甘咨询,甘肃,建筑工程,19970528
295,000782.SZ,000782,美达股份,广东,化纤,19970619
296,000783.SZ,000783,长江证券,湖北,证券,19970731
297,000785.SZ,000785,居然之家,湖北,百货,19970711
298,000786.SZ,000786,北新建材,北京,其他建材,19970606
299,000788.SZ,000788,北大医药,重庆,化学制药,19970616
300,000789.SZ,000789,万年青,江西,水泥,19970923
301,000790.SZ,000790,华神科技,四川,中成药,19980327
302,000791.SZ,000791,甘肃电投,甘肃,水力发电,19971014
303,000792.SZ,000792,盐湖股份,青海,化工原料,19970904
304,000793.SZ,000793,华闻集团,海南,出版业,19970729
305,000795.SZ,000795,英洛华,浙江,矿物制品,19970808
306,000796.SZ,000796,凯撒旅业,海南,旅游服务,19970703
307,000797.SZ,000797,中国武夷,福建,全国地产,19970715
308,000798.SZ,000798,中水渔业,北京,渔业,19980212
309,000799.SZ,000799,酒鬼酒,湖南,白酒,19970718
310,000800.SZ,000800,一汽解放,吉林,汽车整车,19970618
311,000801.SZ,000801,四川九洲,四川,家用电器,19980506
313,000803.SZ,000803,北清环能,四川,环境保护,19980303
315,000807.SZ,000807,云铝股份,云南,铝,19980408
316,000809.SZ,000809,铁岭新城,辽宁,区域地产,19980616
317,000810.SZ,000810,创维数字,四川,家用电器,19980602
318,000811.SZ,000811,冰轮环境,山东,工程机械,19980528
319,000812.SZ,000812,陕西金叶,陕西,广告包装,19980623
320,000813.SZ,000813,德展健康,新疆,化学制药,19980519
321,000815.SZ,000815,美利云,宁夏,造纸,19980609
322,000816.SZ,000816,智慧农业,江苏,农用机械,19970818
323,000818.SZ,000818,航锦科技,湖北,化工原料,19971017
324,000819.SZ,000819,岳阳兴长,湖南,石油加工,19970625
326,000821.SZ,000821,京山轻机,湖北,轻工机械,19980626
327,000822.SZ,000822,山东海化,山东,化工原料,19980703
328,000823.SZ,000823,超声电子,广东,元器件,19971008
329,000825.SZ,000825,太钢不锈,山西,特种钢,19981021
330,000826.SZ,000826,启迪环境,湖北,环境保护,19980225
331,000828.SZ,000828,东莞控股,广东,路桥,19970617
332,000829.SZ,000829,天音控股,江西,其他商业,19971202
333,000830.SZ,000830,鲁西化工,山东,农药化肥,19980807
334,000831.SZ,000831,五矿稀土,山西,小金属,19980911
335,000833.SZ,000833,粤桂股份,广西,食品,19981111
337,000836.SZ,000836,富通信息,天津,通信设备,19970929
338,000837.SZ,000837,秦川机床,陕西,机床制造,19980928
339,000838.SZ,000838,财信发展,重庆,区域地产,19970626
340,000839.SZ,000839,中信国安,北京,综合类,19971031
341,000848.SZ,000848,承德露露,河北,软饮料,19971113
342,000850.SZ,000850,华茂股份,安徽,纺织,19981007
343,000851.SZ,000851,高鸿股份,贵州,通信设备,19980609
344,000852.SZ,000852,石化机械,湖北,化工机械,19981126
345,000856.SZ,000856,冀东装备,河北,机械基件,19980813
346,000858.SZ,000858,五粮液,四川,白酒,19980427
347,000859.SZ,000859,国风新材,安徽,塑料,19981119
348,000860.SZ,000860,顺鑫农业,北京,白酒,19981104
349,000861.SZ,000861,海印股份,广东,其他商业,19981028
350,000862.SZ,000862,银星能源,宁夏,新型电力,19980915
351,000863.SZ,000863,三湘印象,上海,区域地产,19970925
352,000868.SZ,000868,安凯客车,安徽,汽车整车,19970725
353,000869.SZ,000869,张裕A,山东,红黄酒,20001026
354,000875.SZ,000875,吉电股份,吉林,火力发电,20020926
355,000876.SZ,000876,新希望,四川,饲料,19980311
356,000877.SZ,000877,天山股份,新疆,水泥,19990107
357,000878.SZ,000878,云南铜业,云南,铜,19980602
358,000880.SZ,000880,潍柴重机,山东,机械基件,19980402
359,000881.SZ,000881,中广核技,辽宁,综合类,19980902
360,000882.SZ,000882,华联股份,北京,其他商业,19980616
361,000883.SZ,000883,湖北能源,湖北,火力发电,19980519
362,000885.SZ,000885,城发环境,河南,路桥,19990319
363,000886.SZ,000886,海南高速,海南,路桥,19980123
364,000887.SZ,000887,中鼎股份,安徽,汽车配件,19981203
365,000888.SZ,000888,峨眉山A,四川,旅游景点,19971021
366,000889.SZ,000889,中嘉博创,河北,通信设备,19971218
367,000890.SZ,000890,法尔胜,江苏,钢加工,19990119
368,000892.SZ,000892,欢瑞世纪,重庆,影视音像,19990115
369,000893.SZ,000893,亚钾国际,广东,农药化肥,19981224
370,000895.SZ,000895,双汇发展,河南,食品,19981210
371,000897.SZ,000897,津滨发展,天津,区域地产,19990422
372,000898.SZ,000898,鞍钢股份,辽宁,普钢,19971225
373,000899.SZ,000899,赣能股份,江西,火力发电,19971126
374,000900.SZ,000900,现代投资,湖南,路桥,19990128
375,000901.SZ,000901,航天科技,黑龙江,汽车配件,19990401
376,000902.SZ,000902,新洋丰,湖北,农药化肥,19990408
377,000903.SZ,000903,云内动力,云南,汽车配件,19990415
378,000905.SZ,000905,厦门港务,福建,港口,19990429
379,000906.SZ,000906,浙商中拓,浙江,仓储物流,19990707
380,000908.SZ,000908,景峰医药,湖南,化学制药,19990203
381,000909.SZ,000909,数源科技,浙江,综合类,19990507
382,000910.SZ,000910,大亚圣象,江苏,家居用品,19990630
383,000911.SZ,000911,南宁糖业,广西,食品,19990527
384,000912.SZ,000912,泸天化,四川,农药化肥,19990603
385,000913.SZ,000913,钱江摩托,浙江,摩托车,19990514
386,000915.SZ,000915,华特达因,山东,化学制药,19990609
387,000917.SZ,000917,电广传媒,湖南,影视音像,19990325
388,000918.SZ,000918,嘉凯城,浙江,全国地产,19990720
389,000919.SZ,000919,金陵药业,江苏,化学制药,19991118
390,000920.SZ,000920,沃顿科技,贵州,环境保护,19990616
391,000921.SZ,000921,海信家电,广东,家用电器,19990713
392,000922.SZ,000922,佳电股份,黑龙江,电气设备,19990618
393,000923.SZ,000923,河钢资源,河北,普钢,19990714
394,000925.SZ,000925,众合科技,浙江,专用机械,19990611
395,000926.SZ,000926,福星股份,湖北,区域地产,19990618
396,000927.SZ,000927,中国铁物,天津,批发业,19990727
397,000928.SZ,000928,中钢国际,吉林,建筑工程,19990312
398,000929.SZ,000929,兰州黄河,甘肃,啤酒,19990623
399,000930.SZ,000930,中粮科技,安徽,农业综合,19990712
400,000931.SZ,000931,中关村,北京,生物制药,19990712
401,000932.SZ,000932,华菱钢铁,湖南,普钢,19990803
402,000933.SZ,000933,神火股份,河南,铝,19990831
403,000935.SZ,000935,四川双马,四川,水泥,19990824
404,000936.SZ,000936,华西股份,江苏,化纤,19990810
405,000937.SZ,000937,冀中能源,河北,煤炭开采,19990909
406,000938.SZ,000938,紫光股份,北京,软件服务,19991104
407,000948.SZ,000948,南天信息,云南,软件服务,19991014
408,000949.SZ,000949,新乡化纤,河南,化纤,19991021
409,000950.SZ,000950,重药控股,重庆,医药商业,19990916
410,000951.SZ,000951,中国重汽,山东,汽车整车,19991125
411,000952.SZ,000952,广济药业,湖北,化学制药,19991112
412,000953.SZ,000953,河化股份,广西,化学制药,19991202
413,000955.SZ,000955,欣龙控股,海南,纺织,19991209
414,000957.SZ,000957,中通客车,山东,汽车整车,20000113
415,000958.SZ,000958,东方能源,河北,多元金融,19991223
416,000959.SZ,000959,首钢股份,北京,普钢,19991216
417,000960.SZ,000960,锡业股份,云南,小金属,20000221
418,000961.SZ,000961,中南建设,江苏,建筑工程,20000301
419,000962.SZ,000962,东方钽业,宁夏,小金属,20000120
420,000963.SZ,000963,华东医药,浙江,化学制药,20000127
421,000965.SZ,000965,天保基建,天津,区域地产,20000406
422,000966.SZ,000966,长源电力,湖北,火力发电,20000316
423,000967.SZ,000967,盈峰环境,浙江,环境保护,20000330
424,000968.SZ,000968,蓝焰控股,山西,石油开采,20000622
425,000969.SZ,000969,安泰科技,北京,小金属,20000529
426,000970.SZ,000970,中科三环,北京,元器件,20000420
429,000973.SZ,000973,佛塑科技,广东,塑料,20000525
430,000975.SZ,000975,银泰黄金,内蒙,黄金,20000608
431,000976.SZ,000976,华铁股份,广东,运输设备,20000601
432,000977.SZ,000977,浪潮信息,山东,IT设备,20000608
433,000978.SZ,000978,桂林旅游,广西,旅游景点,20000518
436,000982.SZ,000982,中银绒业,宁夏,纺织,20000706
437,000983.SZ,000983,山西焦煤,山西,煤炭开采,20000726
438,000985.SZ,000985,大庆华科,黑龙江,化工原料,20000726
439,000987.SZ,000987,越秀金控,广东,多元金融,20000718
440,000988.SZ,000988,华工科技,湖北,电器仪表,20000608
441,000989.SZ,000989,九芝堂,湖南,中成药,20000628
442,000990.SZ,000990,诚志股份,江西,化工原料,20000706
443,000993.SZ,000993,闽东电力,福建,水力发电,20000731
444,000995.SZ,000995,皇台酒业,甘肃,白酒,20000807
445,000996.SZ,000996,中国中期,北京,汽车服务,20000718
446,000997.SZ,000997,新大陆,福建,软件服务,20000807
447,000998.SZ,000998,隆平高科,湖南,种植业,20001211
448,000999.SZ,000999,华润三九,深圳,中成药,20000309
449,001201.SZ,001201,东瑞股份,广东,农业综合,20210428
450,001202.SZ,001202,炬申股份,广东,仓储物流,20210429
451,001203.SZ,001203,大中矿业,内蒙,普钢,20210510
452,001205.SZ,001205,盛航股份,江苏,水运,20210513
453,001206.SZ,001206,依依股份,天津,造纸,20210518
454,001207.SZ,001207,联科科技,山东,化工原料,20210623
455,001208.SZ,001208,华菱线缆,湖南,电气设备,20210624
456,001209.SZ,001209,洪兴股份,广东,服饰,20210723
457,001210.SZ,001210,金房节能,北京,供气供热,20210729
458,001211.SZ,001211,双枪科技,浙江,家居用品,20210805
459,001212.SZ,001212,中旗新材,广东,其他建材,20210823
460,001213.SZ,001213,中铁特货,北京,仓储物流,20210908
461,001215.SZ,001215,千味央厨,河南,食品,20210906
462,001216.SZ,001216,华瓷股份,湖南,家居用品,20211019
463,001217.SZ,001217,华尔泰,安徽,化工原料,20210929
464,001218.SZ,001218,丽臣实业,湖南,化工原料,20211015
465,001219.SZ,001219,青岛食品,山东,食品,20211021
466,001227.SZ,001227,兰州银行,甘肃,银行,20220117
467,001234.SZ,001234,泰慕士,江苏,服饰,20220111
468,001266.SZ,001266,宏英智能,上海,电器仪表,20220228
469,001267.SZ,001267,汇绿生态,湖北,建筑工程,20211117
470,001288.SZ,001288,运机集团,四川,专用机械,20211101
471,001289.SZ,001289,龙源电力,北京,新型电力,20220124
472,001296.SZ,001296,长江材料,重庆,其他建材,20211224
473,001308.SZ,001308,康冠科技,深圳,元器件,20220318
474,001313.SZ,001313,粤海饲料,广东,饲料,20220216
475,001317.SZ,001317,三羊马,重庆,仓储物流,20211130
476,001696.SZ,001696,宗申动力,重庆,摩托车,19970306
477,001872.SZ,001872,招商港口,深圳,港口,19930505
478,001896.SZ,001896,豫能控股,河南,火力发电,19980122
479,001914.SZ,001914,招商积余,深圳,房产服务,19940928
480,001965.SZ,001965,招商公路,天津,路桥,20171225
481,001979.SZ,001979,招商蛇口,深圳,全国地产,20151230
482,002001.SZ,002001,新和成,浙江,化学制药,20040625
483,002002.SZ,002002,鸿达兴业,江苏,化工原料,20040625
484,002003.SZ,002003,伟星股份,浙江,服饰,20040625
485,002004.SZ,002004,华邦健康,重庆,化学制药,20040625
487,002006.SZ,002006,精功科技,浙江,专用机械,20040625
488,002007.SZ,002007,华兰生物,河南,生物制药,20040625
489,002008.SZ,002008,大族激光,深圳,电器仪表,20040625
490,002009.SZ,002009,天奇股份,江苏,工程机械,20040629
491,002010.SZ,002010,传化智联,浙江,仓储物流,20040629
492,002011.SZ,002011,盾安环境,浙江,家用电器,20040705
